rank	count	USI
1=	1	00000417
1=	1	00000418
1=	1	00000419
1=	1	00000420
1=	1	00000421
1=	1	00000422
1=	1	00000423
1=	1	00000424
1=	1	00000425
1=	1	00000426
1=	1	00000427
1=	1	00000428
1=	1	00000429
1=	1	00000430
1=	1	00000431
1=	1	00000432
1=	1	00000433
1=	1	00000434
1=	1	00000435
1=	1	00000436
1=	1	00000437
1=	1	00000438
1=	1	00000439
1=	1	00000440
1=	1	00000441
1=	1	00000442
1=	1	00000443
1=	1	00000444
1=	1	00000445
1=	1	00000446
1=	1	00000447
1=	1	00000448
1=	1	00000449
1=	1	00000450
1=	1	00000451
1=	1	00000452
1=	1	00000453
1=	1	00000454
1=	1	00000455
1=	1	00000456
1=	1	00000457
1=	1	00000458
1=	1	00000459
1=	1	00000460
1=	1	00000461
1=	1	00000462
1=	1	00000463
1=	1	00000464
1=	1	00000465
1=	1	00000466
1=	1	00000468
1=	1	00000469
1=	1	00000470
1=	1	00000471
1=	1	00000472
1=	1	00000473
1=	1	00000474
1=	1	00000475
1=	1	00000476
1=	1	00000477
1=	1	00000478
1=	1	00000479
1=	1	00000480
1=	1	00000481
1=	1	00000482
1=	1	00000483
1=	1	00000484
1=	1	00000485
1=	1	00000486
1=	1	00000487
1=	1	00000488
1=	1	00000489
1=	1	00000490
1=	1	00000491
1=	1	00000492
1=	1	00000493
1=	1	00000494
1=	1	00000495
1=	1	00000496
1=	1	00000497
1=	1	00000498
1=	1	00000499
1=	1	00000500
1=	1	00000501
1=	1	00000502
1=	1	00000503
1=	1	00000504
1=	1	00000505
1=	1	00000506
1=	1	00000507
1=	1	00000508
1=	1	00000509
1=	1	00000510
1=	1	00000511
1=	1	00000512
1=	1	00000513
1=	1	00000514
1=	1	00000515
1=	1	00000516
1=	1	00000517
1=	1	00000518
1=	1	00000519
1=	1	00000520
1=	1	00000521
1=	1	00000522
1=	1	00000523
1=	1	00000524
1=	1	00000525
1=	1	00000526
1=	1	00000527
1=	1	00000528
1=	1	00000529
1=	1	00000530
1=	1	00000531
1=	1	00000532
1=	1	00000533
1=	1	00000534
1=	1	00000535
1=	1	00000536
1=	1	00000537
1=	1	00000538
1=	1	00000539
1=	1	00000540
1=	1	00000541
1=	1	00000542
1=	1	00000543
1=	1	00000544
1=	1	00000545
1=	1	00000546
1=	1	00000547
1=	1	00000548
1=	1	00000549
1=	1	00000550
1=	1	00000551
1=	1	00000552
1=	1	00000553
1=	1	00000554
1=	1	00000555
1=	1	00000556
1=	1	00000557
1=	1	00000558
1=	1	00000559
1=	1	00000560
1=	1	00000561
1=	1	00000562
1=	1	00000563
1=	1	00000564
1=	1	00000565
1=	1	00000566
1=	1	00000567
1=	1	00000568
1=	1	00000569
1=	1	00000570
1=	1	00000571
1=	1	00000572
1=	1	00000573
1=	1	00000574
1=	1	00000575
1=	1	00000576
1=	1	00000577
1=	1	00000578
1=	1	00000579
1=	1	00000580
1=	1	00000581
1=	1	00000582
1=	1	00000583
1=	1	00000584
1=	1	00000585
1=	1	00000586
1=	1	00000587
1=	1	00000588
1=	1	00000589
1=	1	00000590
1=	1	00000591
1=	1	00000592
1=	1	00000593
1=	1	00000594
1=	1	00000595
1=	1	00000596
1=	1	00000597
1=	1	00000598
1=	1	00000599
1=	1	00000600
1=	1	00000601
1=	1	00000602
1=	1	00000603
1=	1	00000604
1=	1	00000605
1=	1	00000606
1=	1	00000607
1=	1	00000608
1=	1	00000609
1=	1	00000610
1=	1	00000611
1=	1	00000612
1=	1	00000613
1=	1	00000614
1=	1	00000615
1=	1	00000616
1=	1	00000617
1=	1	00000618
1=	1	00000619
1=	1	00000620
1=	1	00000621
1=	1	00000622
1=	1	00000623
1=	1	00000624
1=	1	00000625
1=	1	00000626
1=	1	00000627
1=	1	00000628
1=	1	00000629
1=	1	00000630
1=	1	00000631
1=	1	00000632
1=	1	00000633
1=	1	00000634
1=	1	00000635
1=	1	00000636
1=	1	00000637
1=	1	00000638
1=	1	00000639
1=	1	00000640
1=	1	00000641
1=	1	00000642
1=	1	00000643
1=	1	00000644
1=	1	00000645
1=	1	00000646
1=	1	00000647
1=	1	00000648
1=	1	00000649
1=	1	00000650
1=	1	00000651
1=	1	00000652
1=	1	00000653
1=	1	00000654
1=	1	00000655
1=	1	00000656
1=	1	00000657
1=	1	00000658
1=	1	00000659
1=	1	00000660
1=	1	00000661
1=	1	00000663
1=	1	00000664
1=	1	00000665
1=	1	00000666
1=	1	00000667
1=	1	00000668
1=	1	00000669
1=	1	00000670
1=	1	00000671
1=	1	00000672
1=	1	00000673
1=	1	00000674
1=	1	00000675
1=	1	00000676
1=	1	00000677
1=	1	00000678
1=	1	00000679
1=	1	00000680
1=	1	00000681
1=	1	00000682
1=	1	00000683
1=	1	00000684
1=	1	00000685
1=	1	00000686
1=	1	00000687
1=	1	00000688
1=	1	00000689
1=	1	00000690
1=	1	00000691
1=	1	00000692
1=	1	00000693
1=	1	00000694
1=	1	00000695
1=	1	00000696
1=	1	00000697
1=	1	00000698
1=	1	00000699
1=	1	00000700
1=	1	00000701
1=	1	00000702
1=	1	00000703
1=	1	00000704
1=	1	00000705
1=	1	00000706
1=	1	00000707
1=	1	00000708
1=	1	00000709
1=	1	00000710
1=	1	00000711
1=	1	00000712
1=	1	00000713
1=	1	00000714
1=	1	00000715
1=	1	00000716
1=	1	00000717
1=	1	00000718
1=	1	00000719
1=	1	00000720
1=	1	00000721
1=	1	00000722
1=	1	00000723
1=	1	00000724
1=	1	00000725
1=	1	00000726
1=	1	00000727
1=	1	00000728
1=	1	00000729
1=	1	00000730
1=	1	00000731
1=	1	00000732
1=	1	00000733
1=	1	00000734
1=	1	00000735
1=	1	00000736
1=	1	00000737
1=	1	00000738
1=	1	00000739
1=	1	00000740
1=	1	00000741
1=	1	00000742
1=	1	00000743
1=	1	00000744
1=	1	00000745
1=	1	00000746
1=	1	00000747
1=	1	00000748
1=	1	00000749
1=	1	00000750
1=	1	00000751
1=	1	00000752
1=	1	00000753
1=	1	00000754
1=	1	00000755
1=	1	00000756
1=	1	00000757
1=	1	00000758
1=	1	00000759
1=	1	00000760
1=	1	00000761
1=	1	00000762
1=	1	00000763
1=	1	00000764
1=	1	00000765
1=	1	00000766
1=	1	00000767
1=	1	00000768
1=	1	00000769
1=	1	00000770
1=	1	00000771
1=	1	00000772
1=	1	00000773
1=	1	00000774
1=	1	00000775
1=	1	00000776
1=	1	00000777
1=	1	00000778
1=	1	00000779
1=	1	00000780
1=	1	00000781
1=	1	00000782
1=	1	00000783
1=	1	00000784
1=	1	00000785
1=	1	00000786
1=	1	00000787
1=	1	00000788
1=	1	00000789
1=	1	00000790
1=	1	00000791
1=	1	00000792
1=	1	00000793
1=	1	00000794
1=	1	00000795
1=	1	00000796
1=	1	00000797
1=	1	00000798
1=	1	00000799
1=	1	00000800
1=	1	00000801
1=	1	00000802
1=	1	00000803
1=	1	00000804
1=	1	00000805
1=	1	00000806
1=	1	00000807
1=	1	00000808
1=	1	00000809
1=	1	00000810
1=	1	00000811
1=	1	00000812
1=	1	00000813
1=	1	00000814
1=	1	00000815
1=	1	00000816
1=	1	00000817
1=	1	00000818
1=	1	00000819
1=	1	00000820
1=	1	00000821
1=	1	00000822
1=	1	00000823
1=	1	00000824
1=	1	00000825
1=	1	00000826
1=	1	00000827
1=	1	00000828
1=	1	00000829
1=	1	00000830
1=	1	00000831
1=	1	00000832
1=	1	00000833
1=	1	00000834
1=	1	00000835
1=	1	00000836
1=	1	00000837
1=	1	00000838
1=	1	00000839
1=	1	00000840
1=	1	00000841
1=	1	00000842
1=	1	00000843
1=	1	00000844
1=	1	00000845
1=	1	00000846
1=	1	00000847
1=	1	00000848
1=	1	00000849
1=	1	00000850
1=	1	00000851
1=	1	00000852
1=	1	00000853
1=	1	00000854
1=	1	00000856
1=	1	00000857
1=	1	00000858
1=	1	00000859
1=	1	00000860
1=	1	00000861
1=	1	00000862
1=	1	00000863
1=	1	00000864
1=	1	00000865
1=	1	00000866
1=	1	00000867
1=	1	00000868
1=	1	00000869
1=	1	00000870
1=	1	00000871
1=	1	00000872
1=	1	00000873
1=	1	00000874
1=	1	00000875
1=	1	00000876
1=	1	00000877
1=	1	00000878
1=	1	00000879
1=	1	00000880
1=	1	00000881
1=	1	00000882
1=	1	00000883
1=	1	00000884
1=	1	00000885
1=	1	00000886
1=	1	00000887
1=	1	00000888
1=	1	00000889
1=	1	00000890
1=	1	00000891
1=	1	00000892
1=	1	00000893
1=	1	00000894
1=	1	00000895
1=	1	00000896
1=	1	00000897
1=	1	00000898
1=	1	00000899
1=	1	00000900
1=	1	00000901
1=	1	00000902
1=	1	00000903
1=	1	00000904
1=	1	00000905
1=	1	00000906
1=	1	00000907
1=	1	00000908
1=	1	00000909
1=	1	00000910
1=	1	00000911
1=	1	00000912
1=	1	00000913
1=	1	00000914
1=	1	00000915
1=	1	00000916
1=	1	00000917
1=	1	00000918
1=	1	00000919
1=	1	00000920
1=	1	00000921
1=	1	00000922
1=	1	00000923
1=	1	00000924
1=	1	00000925
1=	1	00000926
1=	1	00000927
1=	1	00000928
1=	1	00000929
1=	1	00000930
1=	1	00000931
1=	1	00000932
1=	1	00000933
1=	1	00000934
1=	1	00000935
1=	1	00000936
1=	1	00000937
1=	1	00000938
1=	1	00000939
1=	1	00000940
1=	1	00000941
1=	1	00000942
1=	1	00000943
1=	1	00000944
1=	1	00000945
1=	1	00000946
1=	1	00000947
1=	1	00000948
1=	1	00000949
1=	1	00000950
1=	1	00000951
1=	1	00000952
1=	1	00000953
1=	1	00000954
1=	1	00000955
1=	1	00000956
1=	1	00000957
1=	1	00000958
1=	1	00000959
1=	1	00000960
1=	1	00000961
1=	1	00000962
1=	1	00000963
1=	1	00000964
1=	1	00000965
1=	1	00000966
1=	1	00000967
1=	1	00000968
1=	1	00000969
1=	1	00000970
1=	1	00000971
1=	1	00000972
1=	1	00000973
1=	1	00000974
1=	1	00000975
1=	1	00000976
1=	1	00000977
1=	1	00000978
1=	1	00000979
1=	1	00000980
1=	1	00000981
1=	1	00000982
1=	1	00000983
1=	1	00000984
1=	1	00000985
1=	1	00000986
1=	1	00000987
1=	1	00000988
1=	1	00000989
1=	1	00000990
1=	1	00000991
1=	1	00000992
1=	1	00000993
1=	1	00000994
1=	1	00000995
1=	1	00000996
1=	1	00000997
1=	1	00000998
1=	1	00000999
1=	1	00001000
1=	1	00001001
1=	1	00001002
1=	1	00001003
1=	1	00001004
1=	1	00001005
1=	1	00001006
1=	1	00001007
1=	1	00001008
1=	1	00001009
1=	1	00001010
1=	1	00001011
1=	1	00001012
1=	1	00001013
1=	1	00001014
1=	1	00001015
1=	1	00001016
1=	1	00001017
1=	1	00001018
1=	1	00001019
1=	1	00001020
1=	1	00001021
1=	1	00001022
1=	1	00001023
1=	1	00001024
1=	1	00001025
1=	1	00001026
1=	1	00001027
1=	1	00001028
1=	1	00001029
1=	1	00001030
1=	1	00001031
1=	1	00001032
1=	1	00001033
1=	1	00001034
1=	1	00001035
1=	1	00001036
1=	1	00001037
1=	1	00001038
1=	1	00001039
1=	1	00001040
1=	1	00001041
1=	1	00001042
1=	1	00001043
1=	1	00001044
1=	1	00001045
1=	1	00001046
1=	1	00001047
1=	1	00001048
1=	1	00001049
1=	1	00001050
1=	1	00001051
1=	1	00001052
1=	1	00001053
1=	1	00001054
1=	1	00001055
1=	1	00001056
1=	1	00001057
1=	1	00001058
1=	1	00001059
1=	1	00001060
1=	1	00001061
1=	1	00001062
1=	1	00001063
1=	1	00001064
1=	1	00001065
1=	1	00001066
1=	1	00001067
1=	1	00001068
1=	1	00001069
1=	1	00001070
1=	1	00001071
1=	1	00001072
1=	1	00001073
1=	1	00001074
1=	1	00001075
1=	1	00001076
1=	1	00001077
1=	1	00001078
1=	1	00001079
1=	1	00001080
1=	1	00001081
1=	1	00001082
1=	1	00001083
1=	1	00001084
1=	1	00001085
1=	1	00001086
1=	1	00001087
1=	1	00001088
1=	1	00001089
1=	1	00001090
1=	1	00001091
1=	1	00001092
1=	1	00001093
1=	1	00001094
1=	1	00001095
1=	1	00001096
1=	1	00001097
1=	1	00001098
1=	1	00001099
1=	1	00001100
1=	1	00001101
1=	1	00001102
1=	1	00001103
1=	1	00001104
1=	1	00001105
1=	1	00001106
1=	1	00001107
1=	1	00001108
1=	1	00001109
1=	1	00001110
1=	1	00001111
1=	1	00001112
1=	1	00001113
1=	1	00001114
1=	1	00001115
1=	1	00001116
1=	1	00001117
1=	1	00001118
1=	1	00001119
1=	1	00001120
1=	1	00001121
1=	1	00001122
1=	1	00001123
1=	1	00001124
1=	1	00001125
1=	1	00001126
1=	1	00001127
1=	1	00001128
1=	1	00001129
1=	1	00001130
1=	1	00001131
1=	1	00001132
1=	1	00001133
1=	1	00001134
1=	1	00001135
1=	1	00001136
1=	1	00001137
1=	1	00001138
1=	1	00001139
1=	1	00001140
1=	1	00001141
1=	1	00001142
1=	1	00001143
1=	1	00001144
1=	1	00001145
1=	1	00001146
1=	1	00001147
1=	1	00001148
1=	1	00001149
1=	1	00001150
1=	1	00001151
1=	1	00001152
1=	1	00001153
1=	1	00001154
1=	1	00001155
1=	1	00001156
1=	1	00001157
1=	1	00001158
1=	1	00001159
1=	1	00001160
1=	1	00001161
1=	1	00001162
1=	1	00001163
1=	1	00001164
1=	1	00001165
1=	1	00001166
1=	1	00001167
1=	1	00001168
1=	1	00001169
1=	1	00001170
1=	1	00001171
1=	1	00001172
1=	1	00001173
1=	1	00001174
1=	1	00001175
1=	1	00001176
1=	1	00001177
1=	1	00001178
1=	1	00001179
1=	1	00001180
1=	1	00001181
1=	1	00001182
1=	1	00001183
1=	1	00001184
1=	1	00001185
1=	1	00001186
1=	1	00001187
1=	1	00001188
1=	1	00001189
1=	1	00001190
1=	1	00001191
1=	1	00001192
1=	1	00001193
1=	1	00001194
1=	1	00001195
1=	1	00001196
1=	1	00001197
1=	1	00001198
1=	1	00001199
1=	1	00001200
1=	1	00001201
1=	1	00001202
1=	1	00001203
1=	1	00001204
1=	1	00001205
1=	1	00001206
1=	1	00001207
1=	1	00001208
1=	1	00001209
1=	1	00001210
1=	1	00001211
1=	1	00001212
1=	1	00001213
1=	1	00001214
1=	1	00001215
1=	1	00001216
1=	1	00001217
1=	1	00001218
1=	1	00001219
1=	1	00001220
1=	1	00001221
1=	1	00001222
1=	1	00001223
1=	1	00001224
1=	1	00001225
1=	1	00001226
1=	1	00001227
1=	1	00001228
1=	1	00001229
1=	1	00001230
1=	1	00001231
1=	1	00001232
1=	1	00001233
1=	1	00001234
1=	1	00001235
1=	1	00001236
1=	1	00001237
1=	1	00001238
1=	1	00001239
1=	1	00001240
1=	1	00001241
1=	1	00001242
1=	1	00001243
1=	1	00001244
1=	1	00001245
1=	1	00001246
1=	1	00001247
1=	1	00001248
1=	1	00001249
1=	1	00001250
1=	1	00001251
1=	1	00001252
1=	1	00001253
1=	1	00001254
1=	1	00001255
1=	1	00001256
1=	1	00001257
1=	1	00001258
1=	1	00001259
1=	1	00001260
1=	1	00001261
1=	1	00001262
1=	1	00001263
1=	1	00001264
1=	1	00001265
1=	1	00001266
1=	1	00001267
1=	1	00001268
1=	1	00001269
1=	1	00001270
1=	1	00001271
1=	1	00001272
1=	1	00001273
1=	1	00001274
1=	1	00001275
1=	1	00001276
1=	1	00001277
1=	1	00001278
1=	1	00001279
1=	1	00001280
1=	1	00001281
1=	1	00001282
1=	1	00001283
1=	1	00001284
1=	1	00001285
1=	1	00001286
1=	1	00001287
1=	1	00001288
1=	1	00001289
1=	1	00001290
1=	1	00001291
1=	1	00001292
1=	1	00001293
1=	1	00001294
1=	1	00001295
1=	1	00001296
1=	1	00001297
1=	1	00001298
1=	1	00001299
1=	1	00001300
1=	1	00001301
1=	1	00001302
1=	1	00001303
1=	1	00001304
1=	1	00001305
1=	1	00001306
1=	1	00001307
1=	1	00001308
1=	1	00001309
1=	1	00001310
1=	1	00001311
1=	1	00001312
1=	1	00001313
1=	1	00001314
1=	1	00001315
1=	1	00001316
1=	1	00001317
1=	1	00001318
1=	1	00001319
1=	1	00001320
1=	1	00001321
1=	1	00001322
1=	1	00001323
1=	1	00001324
1=	1	00001325
1=	1	00001326
1=	1	00001327
1=	1	00001328
1=	1	00001329
1=	1	00001330
1=	1	00001331
1=	1	00001332
1=	1	00001333
1=	1	00001334
1=	1	00001335
1=	1	00001336
1=	1	00001337
1=	1	00001338
1=	1	00001339
1=	1	00001340
1=	1	00001341
1=	1	00001342
1=	1	00001343
1=	1	00001344
1=	1	00001345
1=	1	00001346
1=	1	00001347
1=	1	00001348
1=	1	00001349
1=	1	00001350
1=	1	00001351
1=	1	00001352
1=	1	00001353
1=	1	00001354
1=	1	00001355
1=	1	00001356
1=	1	00001357
1=	1	00001358
1=	1	00001359
1=	1	00001360
1=	1	00001361
1=	1	00001362
1=	1	00001363
1=	1	00001364
1=	1	00001365
1=	1	00001366
1=	1	00001367
1=	1	00001368
1=	1	00001369
1=	1	00001370
1=	1	00001371
1=	1	00001372
1=	1	00001373
1=	1	00001374
1=	1	00001375
1=	1	00001376
1=	1	00001377
1=	1	00001378
1=	1	00001379
1=	1	00001380
1=	1	00001381
1=	1	00001382
1=	1	00001383
1=	1	00001384
1=	1	00001385
1=	1	00001386
1=	1	00001387
1=	1	00001388
1=	1	00001389
1=	1	00001390
1=	1	00001391
1=	1	00001392
1=	1	00001393
1=	1	00001394
1=	1	00001395
1=	1	00001396
1=	1	00001397
1=	1	00001398
1=	1	00001399
1=	1	00001400
1=	1	00001401
1=	1	00001402
1=	1	00001403
1=	1	00001404
1=	1	00001405
1=	1	00001406
1=	1	00001407
1=	1	00001408
1=	1	00001409
1=	1	00001410
1=	1	00001411
1=	1	00001412
1=	1	00001413
1=	1	00001414
1=	1	00001415
1=	1	00001416
1=	1	00001417
1=	1	00001418
1=	1	00001419
1=	1	00001420
1=	1	00001421
1=	1	00001422
1=	1	00001423
1=	1	00001424
1=	1	00001425
1=	1	00001426
1=	1	00001427
1=	1	00001428
1=	1	00001429
1=	1	00001430
1=	1	00001431
1=	1	00001432
1=	1	00001433
1=	1	00001434
1=	1	00001435
1=	1	00001436
1=	1	00001437
1=	1	00001439
1=	1	00001440
1=	1	00001441
1=	1	00001442
1=	1	00001443
1=	1	00001444
1=	1	00001445
1=	1	00001446
1=	1	00001447
1=	1	00001448
1=	1	00001449
1=	1	00001450
1=	1	00001451
1=	1	00001452
1=	1	00001453
1=	1	00001454
1=	1	00001455
1=	1	00001456
1=	1	00001457
1=	1	00001458
1=	1	00001459
1=	1	00001460
1=	1	00001461
1=	1	00001462
1=	1	00001463
1=	1	00001464
1=	1	00001465
1=	1	00001466
1=	1	00001467
1=	1	00001468
1=	1	00001469
1=	1	00001470
1=	1	00001471
1=	1	00001472
1=	1	00001473
1=	1	00001474
1=	1	00001475
1=	1	00001476
1=	1	00001477
1=	1	00001478
1=	1	00001479
1=	1	00001480
1=	1	00001481
1=	1	00001482
1=	1	00001483
1=	1	00001484
1=	1	00001485
1=	1	00001486
1=	1	00001487
1=	1	00001488
1=	1	00001489
1=	1	00001490
1=	1	00001491
1=	1	00001492
1=	1	00001493
1=	1	00001494
1=	1	00001495
1=	1	00001496
1=	1	00001497
1=	1	00001498
1=	1	00001499
1=	1	00001500
1=	1	00001501
1=	1	00001502
1=	1	00001503
1=	1	00001504
1=	1	00001505
1=	1	00001506
1=	1	00001507
1=	1	00001508
1=	1	00001509
1=	1	00001510
1=	1	00001511
1=	1	00001512
1=	1	00001513
1=	1	00001514
1=	1	00001515
1=	1	00001516
1=	1	00001517
1=	1	00001518
1=	1	00001519
1=	1	00001520
1=	1	00001521
1=	1	00001522
1=	1	00001523
1=	1	00001524
1=	1	00001525
1=	1	00001526
1=	1	00001527
1=	1	00001528
1=	1	00001529
1=	1	00001530
1=	1	00001531
1=	1	00001532
1=	1	00001533
1=	1	00001534
1=	1	00001535
1=	1	00001536
1=	1	00001537
1=	1	00001538
1=	1	00001539
1=	1	00001540
1=	1	00001541
1=	1	00001542
1=	1	00001543
1=	1	00001544
1=	1	00001545
1=	1	00001546
1=	1	00001547
1=	1	00001548
1=	1	00001549
1=	1	00001550
1=	1	00001551
1=	1	00001552
1=	1	00001553
1=	1	00001554
1=	1	00001555
1=	1	00001556
1=	1	00001557
1=	1	00001558
1=	1	00001559
1=	1	00001560
1=	1	00001561
1=	1	00001562
1=	1	00001563
1=	1	00001564
1=	1	00001565
1=	1	00001566
1=	1	00001567
1=	1	00001568
1=	1	00001569
1=	1	00001570
1=	1	00001571
1=	1	00001572
1=	1	00001573
1=	1	00001574
1=	1	00001575
1=	1	00001576
1=	1	00001577
1=	1	00001578
1=	1	00001579
1=	1	00001580
1=	1	00001581
1=	1	00001582
1=	1	00001583
1=	1	00001584
1=	1	00001587
1=	1	00001588
1=	1	00001589
1=	1	00001590
1=	1	00001591
1=	1	00001592
1=	1	00001593
1=	1	00001594
1=	1	00001595
1=	1	00001596
1=	1	00001597
1=	1	00001598
1=	1	00001599
1=	1	00001600
1=	1	00001601
1=	1	00001602
1=	1	00001603
1=	1	00001604
1=	1	00001605
1=	1	00001606
