name	family	interaction	host name	host family	source
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Cocos nucifera	Arecaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Howea	Cerambycidae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Lophostemon suaveolens	Myrtaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Macadamia	Proteaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Macadamia integrifolia	Proteaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Melaleuca linariifolia	Myrtaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Musa	Musaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Musa banksii	Musaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Opuntia	Cactaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Persea americana	Lauraceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Rosa	Rosaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Abgrallaspis cyanophylli	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Tristania	Myrtaceae	http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e
Acanthocasuarina acutivalvis	Triozidae	Associate:Consumer:Herbivore:Sap feeder	Allocasuarina acutivalvis	Casuarinaceae	http://biodiversity.org.au/afd/taxa/1e2ef0e0-699c-4f83-915c-2d52d47763a0
Acanthocasuarina campestris	Triozidae	Associate:Consumer:Herbivore:Sap feeder	Allocasuarina campestris	Casuarinaceae	http://biodiversity.org.au/afd/taxa/96d6ab19-2378-4098-8e58-ca32b9ad0c09
Acanthocasuarina diminutae	Triozidae	Associate:Consumer:Herbivore:Sap feeder	Allocasuarina diminuta	Casuarinaceae	http://biodiversity.org.au/afd/taxa/44954c4d-9c06-4b68-87bf-849b5f8e2362
Acanthocasuarina muellerianae	Triozidae	Associate:Consumer:Herbivore:Sap feeder	Allocasuarina muelleriana	Casuarinaceae	http://biodiversity.org.au/afd/taxa/57abd933-a8db-45e1-baa4-e8ef092d0f84
Acanthocasuarina tasmanica	Triozidae	Associate:Consumer:Herbivore:Sap feeder	Allocasuarina littoralis	Casuarinaceae	http://biodiversity.org.au/afd/taxa/661b351a-8995-466a-8be2-942094c7ef85
Acanthocasuarina verticillatae	Triozidae	Associate:Consumer:Herbivore:Sap feeder	Allocasuarina verticillata	Casuarinaceae	http://biodiversity.org.au/afd/taxa/603a48fd-33e0-41ba-bb8d-2dcff1d5401f
Acantholybas brunneus	Coreidae	Associate:Consumer:Herbivore	Betula pendula	Betulaceae	http://biodiversity.org.au/afd/taxa/910ba114-4969-4c4c-a956-7630fd142786
Acantholybas brunneus	Coreidae	Associate:Consumer:Herbivore	Cucurbita	Cucurbitaceae	http://biodiversity.org.au/afd/taxa/910ba114-4969-4c4c-a956-7630fd142786
Acantholybas brunneus	Coreidae	Associate:Consumer:Herbivore	Lactuca	Asteraceae	http://biodiversity.org.au/afd/taxa/910ba114-4969-4c4c-a956-7630fd142786
Acantholybas brunneus	Coreidae	Associate:Consumer:Herbivore	Phaseolus	Fabaceae	http://biodiversity.org.au/afd/taxa/910ba114-4969-4c4c-a956-7630fd142786
Acantholybas brunneus	Coreidae	Associate:Consumer:Herbivore	Prunus persica	Rosaceae	http://biodiversity.org.au/afd/taxa/910ba114-4969-4c4c-a956-7630fd142786
Acantholybas brunneus	Coreidae	Associate:Consumer:Herbivore	Zantedeschia aethiopica	Araceae	http://biodiversity.org.au/afd/taxa/910ba114-4969-4c4c-a956-7630fd142786
Acantholybas kirkaldyi	Coreidae	Associate:Consumer:Herbivore	Eucalyptus obliqua	Myrtaceae	http://biodiversity.org.au/afd/taxa/f88d45c4-9391-42cb-adbb-11c2f5599f66
Acanthuchus nivalis	Membracidae	Associate:Consumer:Herbivore:Phloem feeder	Hakea	Proteaceae	http://biodiversity.org.au/afd/taxa/a0619622-cd63-4e68-a209-037072cfe3b5
Acanthuchus trispinifer	Membracidae	Associate:Consumer:Herbivore:Phloem feeder	Acacia decurrens	Fabaceae	http://biodiversity.org.au/afd/taxa/84d993bb-4ef1-4a43-aa11-8cc939b71502
Acanthuchus trispinifer	Membracidae	Associate:Consumer:Herbivore:Phloem feeder	Cotoneaster	Rosaceae	http://biodiversity.org.au/afd/taxa/84d993bb-4ef1-4a43-aa11-8cc939b71502
Achorophora divergens	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Casuarina	Casuarinaceae	http://biodiversity.org.au/afd/taxa/3c250bd4-8c85-4f17-9d13-6a3ce56be7f2
Achorophora divergens	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Casuarina glauca	Casuarinaceae	http://biodiversity.org.au/afd/taxa/3c250bd4-8c85-4f17-9d13-6a3ce56be7f2
Achorophora obliqua	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Casuarina	Casuarinaceae	http://biodiversity.org.au/afd/taxa/ce5c9a67-3d68-489f-94f0-a3844c33401f
Acizzia acaciae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia melanoxylon	Fabaceae	http://biodiversity.org.au/afd/taxa/5bb9b971-b682-4bcc-9ccd-23c30122dbf2
Acizzia acaciaebaileyanae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/3171519f-9187-40cf-9ea3-fae53a53a062
Acizzia acaciaebaileyanae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia baileyana	Fabaceae	http://biodiversity.org.au/afd/taxa/3171519f-9187-40cf-9ea3-fae53a53a062
Acizzia acaciaebaileyanae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia podalyriifolia	Fabaceae	http://biodiversity.org.au/afd/taxa/3171519f-9187-40cf-9ea3-fae53a53a062
Acizzia acaciaedealbatae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia dealbata	Fabaceae	http://biodiversity.org.au/afd/taxa/3d979ede-5538-42af-9130-35376f578247
Acizzia acaciaedealbatae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia implexa	Fabaceae	http://biodiversity.org.au/afd/taxa/3d979ede-5538-42af-9130-35376f578247
Acizzia acaciaedecurrentis	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia cyclops	Fabaceae	http://biodiversity.org.au/afd/taxa/eac11068-b7ef-488d-bff5-21f4e247462d
Acizzia acaciaedecurrentis	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia decurrens	Fabaceae	http://biodiversity.org.au/afd/taxa/eac11068-b7ef-488d-bff5-21f4e247462d
Acizzia acaciaedecurrentis	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia longifolia	Fabaceae	http://biodiversity.org.au/afd/taxa/eac11068-b7ef-488d-bff5-21f4e247462d
Acizzia acaciaedecurrentis	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia mearnsii	Fabaceae	http://biodiversity.org.au/afd/taxa/eac11068-b7ef-488d-bff5-21f4e247462d
Acizzia acaciaedecurrentis	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia pycnantha	Fabaceae	http://biodiversity.org.au/afd/taxa/eac11068-b7ef-488d-bff5-21f4e247462d
Acizzia acaciaejuniperinae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/5d8d9553-8013-4e2d-b7ad-86c3c7ce70b2
Acizzia acaciaejuniperinae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia ulicifolia	Fabaceae	http://biodiversity.org.au/afd/taxa/5d8d9553-8013-4e2d-b7ad-86c3c7ce70b2
Acizzia acaciaependulae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia pendula	Fabaceae	http://biodiversity.org.au/afd/taxa/3e07798a-5d8e-4b57-8e81-9b0610ec3963
Acizzia acaciaepycnanthae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia pycnantha	Fabaceae	http://biodiversity.org.au/afd/taxa/2fa8b3d4-4ee6-42a7-8405-2838d79aa552
Acizzia albizziae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/0d1ab40b-a594-4f57-8471-788e644ac435
Acizzia albizziae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia dealbata	Fabaceae	http://biodiversity.org.au/afd/taxa/0d1ab40b-a594-4f57-8471-788e644ac435
Acizzia albizziae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia decurrens	Fabaceae	http://biodiversity.org.au/afd/taxa/0d1ab40b-a594-4f57-8471-788e644ac435
Acizzia alternata	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Solanum mauritianum	Solanaceae	http://biodiversity.org.au/afd/taxa/216141a0-d5d9-4eef-9932-9d0c547b3a69
Acizzia amyemae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Amyema	Loranthaceae	http://biodiversity.org.au/afd/taxa/1c125f68-da87-41fc-9580-62f71d6e7463
Acizzia candida	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia decurrens	Fabaceae	http://biodiversity.org.au/afd/taxa/059e6032-c14a-4763-9ebc-9275a44665e0
Acizzia capparis	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Capparis mitchellii	Capparaceae	http://biodiversity.org.au/afd/taxa/01fb3f0d-ea49-49f9-915f-85e4a5505663
Acizzia conspicua	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia dealbata	Fabaceae	http://biodiversity.org.au/afd/taxa/7ef245ab-aa79-471c-b6d2-dc74fcea9ba3
Acizzia conspicua	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia longifolia	Fabaceae	http://biodiversity.org.au/afd/taxa/7ef245ab-aa79-471c-b6d2-dc74fcea9ba3
Acizzia conspicua	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia melanoxylon	Fabaceae	http://biodiversity.org.au/afd/taxa/7ef245ab-aa79-471c-b6d2-dc74fcea9ba3
Acizzia credoensis	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Solanum lasiophyllum	Solanaceae	http://biodiversity.org.au/afd/taxa/eb2d1c53-8a38-4256-93de-2fa39ded0273
Acizzia dodonaeae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Dodonaea viscosa	Sapindaceae	http://biodiversity.org.au/afd/taxa/16547f58-71db-435b-bf50-b4081a77be9b
Acizzia exquisita	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia decurrens	Fabaceae	http://biodiversity.org.au/afd/taxa/6e19f16e-c7e1-4a27-bef5-0026d091bcd0
Acizzia exquisita	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia melanoxylon	Fabaceae	http://biodiversity.org.au/afd/taxa/6e19f16e-c7e1-4a27-bef5-0026d091bcd0
Acizzia exquisita	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia obliquinervia	Fabaceae	http://biodiversity.org.au/afd/taxa/6e19f16e-c7e1-4a27-bef5-0026d091bcd0
Acizzia frenchi	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/78be6cd7-3492-4120-ac73-43b8f799c158
Acizzia frenchi	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia longifolia	Fabaceae	http://biodiversity.org.au/afd/taxa/78be6cd7-3492-4120-ac73-43b8f799c158
Acizzia gracilis	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia pendula	Fabaceae	http://biodiversity.org.au/afd/taxa/0888907e-da1b-4b45-bf3e-369783746dae
Acizzia jucunda	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/86d4af18-1d77-47e9-ac0b-6b1c5a8db2be
Acizzia jucunda	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia decurrens	Fabaceae	http://biodiversity.org.au/afd/taxa/86d4af18-1d77-47e9-ac0b-6b1c5a8db2be
Acizzia keithi	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Pultenaea glabra	Fabaceae	http://biodiversity.org.au/afd/taxa/6f0dcb3d-66cf-44de-90bd-8496eed76486
Acizzia lidgetti	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia implexa	Fabaceae	http://biodiversity.org.au/afd/taxa/3efeb1d9-31e0-492e-a8f7-796096fb0bd1
Acizzia lidgetti	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia melanoxylon	Fabaceae	http://biodiversity.org.au/afd/taxa/3efeb1d9-31e0-492e-a8f7-796096fb0bd1
Acizzia loranthacae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Amyema	Loranthaceae	http://biodiversity.org.au/afd/taxa/2bb22dce-fd97-46ec-96cc-313c59581ca5
Acizzia pendulae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Amyema	Loranthaceae	http://biodiversity.org.au/afd/taxa/6498bdaf-c7b6-467b-9616-0357130f0cfd
Acizzia schizoneuroides	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Apophyllum anomalum	Capparaceae	http://biodiversity.org.au/afd/taxa/4aaac962-55b6-4022-b8f3-9ccf99592644
Acizzia solanicola	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Brugmansia	Solanaceae	http://biodiversity.org.au/afd/taxa/b6f91c95-32e6-461e-a6a5-f17715cf8c35
Acizzia solanicola	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Datura	Solanaceae	http://biodiversity.org.au/afd/taxa/b6f91c95-32e6-461e-a6a5-f17715cf8c35
Acizzia solanicola	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Physalis peruviana	Solanaceae	http://biodiversity.org.au/afd/taxa/b6f91c95-32e6-461e-a6a5-f17715cf8c35
Acizzia solanicola	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Solanum mauritianum	Solanaceae	http://biodiversity.org.au/afd/taxa/b6f91c95-32e6-461e-a6a5-f17715cf8c35
Acizzia solanicola	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Solanum petrophilum	Solanaceae	http://biodiversity.org.au/afd/taxa/b6f91c95-32e6-461e-a6a5-f17715cf8c35
Acizzia uncatoides	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/6ac338a7-5b49-4388-a03e-1364aaf8c202
Acizzia uncatoides	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Albizia	Fabaceae	http://biodiversity.org.au/afd/taxa/6ac338a7-5b49-4388-a03e-1364aaf8c202
Acizzia veski	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Acacia veronica	Fabaceae	http://biodiversity.org.au/afd/taxa/28ff89ec-93fe-47bf-840e-f46a3041bac2
Aconophora compressa	Membracidae	Associate:Consumer:Herbivore:Phloem feeder	Lantana camara	Verbenaceae	http://biodiversity.org.au/afd/taxa/e1a06e56-8abd-4fa9-9f11-ee7afc9f708b
Acontonidia triangularis	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Dissiliaria baloghioides	Euphorbiaceae	http://biodiversity.org.au/afd/taxa/5b2c1a05-4d2e-4a0e-be40-8f99a27db0c4
Acyrthosiphon malvae	Aphididae	Associate:Consumer:Herbivore:Sap feeder	Erodium moschatum	Geraniaceae	http://biodiversity.org.au/afd/taxa/7624cf4b-91db-4b08-b4a5-6f44f871d1c2
Acyrthosiphon pisum	Aphididae	Associate:Consumer:Herbivore:Sap feeder	Cassia	Fabaceae	http://biodiversity.org.au/afd/taxa/22fc733d-5f85-4bb5-a1d9-ba6b9ab7d032
Acyrthosiphon primulae	Aphididae	Associate:Consumer:Herbivore:Sap feeder	Primula	Primulaceae	http://biodiversity.org.au/afd/taxa/2b9737c3-d314-4432-8337-1417b33125b9
Adelges cooleyi	Adelgidae	Associate:Consumer:Herbivore:Sap feeder	Picea	Pinaceae	http://biodiversity.org.au/afd/taxa/99c758d3-3e95-43f8-972d-d4b8f0634f1e
Adelges cooleyi	Adelgidae	Associate:Consumer:Herbivore:Sap feeder	Pseudotsuga	Pinaceae	http://biodiversity.org.au/afd/taxa/99c758d3-3e95-43f8-972d-d4b8f0634f1e
Adelges cooleyi	Adelgidae	Associate:Consumer:Herbivore:Sap feeder	Pseudotsuga menziesii	Pinaceae	http://biodiversity.org.au/afd/taxa/99c758d3-3e95-43f8-972d-d4b8f0634f1e
Adiscofiorinia expansa	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Melaleuca	Myrtaceae	http://biodiversity.org.au/afd/taxa/d53b384e-700a-4ed0-a45c-1e0a4e1f907f
Adiscofiorinia expansa	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Melaleuca linariifolia	Myrtaceae	http://biodiversity.org.au/afd/taxa/d53b384e-700a-4ed0-a45c-1e0a4e1f907f
Adrisa sepulchralis	Cydnidae	Associate:Consumer:Herbivore	Dicksonia antarctica	Dicksoniaceae	http://biodiversity.org.au/afd/taxa/27162071-8c43-4ea7-ae83-4c096cc4ed9a
Agapophyta bipunctata	Tessaratomidae	Associate:Consumer:Herbivore	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/1788904d-7cec-464a-b753-d4ddfe59bd87
Agapophyta bipunctata	Tessaratomidae	Associate:Consumer:Herbivore	Cassia fistula	Fabaceae	http://biodiversity.org.au/afd/taxa/1788904d-7cec-464a-b753-d4ddfe59bd87
Agapophyta bipunctata	Tessaratomidae	Associate:Consumer:Herbivore	Cocos nucifera	Arecaceae	http://biodiversity.org.au/afd/taxa/1788904d-7cec-464a-b753-d4ddfe59bd87
Agapophyta bipunctata	Tessaratomidae	Associate:Consumer:Herbivore	Hibiscus	Malvaceae	http://biodiversity.org.au/afd/taxa/1788904d-7cec-464a-b753-d4ddfe59bd87
Agathyrna praecellens	Coreidae	Associate:Consumer:Herbivore	Colocasia esculenta	Araceae	http://biodiversity.org.au/afd/taxa/0456fd34-38a5-414c-bf4a-72d9e3508a50
Agelaeopsylla dividua	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Angophora floribunda	Myrtaceae	http://biodiversity.org.au/afd/taxa/4ca5d37c-3b5f-46a4-a347-098f743be948
Agelaeopsylla insolita	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Eucalyptus tenuipes	Myrtaceae	http://biodiversity.org.au/afd/taxa/4493eee3-65aa-4e9c-a20c-1f7d354b23b7
Agonoscelis rutila	Pentatomidae	Associate:Consumer:Herbivore	Citrus	Rutaceae	http://biodiversity.org.au/afd/taxa/6f03c7e2-7c35-4d3a-9735-a7f3464d0f62
Agonoscelis rutila	Pentatomidae	Associate:Consumer:Herbivore	Eucalyptus	Myrtaceae	http://biodiversity.org.au/afd/taxa/6f03c7e2-7c35-4d3a-9735-a7f3464d0f62
Agonoscelis rutila	Pentatomidae	Associate:Consumer:Herbivore	Leptospermum coriaceum	Myrtaceae	http://biodiversity.org.au/afd/taxa/6f03c7e2-7c35-4d3a-9735-a7f3464d0f62
Agonoscelis rutila	Pentatomidae	Associate:Consumer:Herbivore	Marrubium vulgare	Lamiaceae	http://biodiversity.org.au/afd/taxa/6f03c7e2-7c35-4d3a-9735-a7f3464d0f62
Agonosoma trilineatum	Scutelleridae	Associate:Consumer:Herbivore	Jatropha gossypifolia	Euphorbiaceae	http://biodiversity.org.au/afd/taxa/56a27b10-608e-45ca-a821-c8dff696a70e
Agriopocoris chadwicki	Coreidae	Associate:Consumer:Herbivore	Acacia longifolia	Fabaceae	http://biodiversity.org.au/afd/taxa/27af643f-5a48-4d43-8d76-4d56dabe37ed
Agriopocoris chadwicki	Coreidae	Associate:Consumer:Herbivore	Monotoca elliptica	Ericaceae	http://biodiversity.org.au/afd/taxa/27af643f-5a48-4d43-8d76-4d56dabe37ed
Agriopocoris froggatti	Coreidae	Associate:Consumer:Herbivore	Acacia longifolia	Fabaceae	http://biodiversity.org.au/afd/taxa/62376dab-01a2-4308-9957-60a72d1032f7
Agriopocoris froggatti	Coreidae	Associate:Consumer:Herbivore	Acacia maidenii	Fabaceae	http://biodiversity.org.au/afd/taxa/62376dab-01a2-4308-9957-60a72d1032f7
Agriopocoris froggatti	Coreidae	Associate:Consumer:Herbivore	Acacia pycnantha	Fabaceae	http://biodiversity.org.au/afd/taxa/62376dab-01a2-4308-9957-60a72d1032f7
Agriopocoris froggatti	Coreidae	Associate:Consumer:Herbivore	Eucalyptus obliqua	Myrtaceae	http://biodiversity.org.au/afd/taxa/62376dab-01a2-4308-9957-60a72d1032f7
Agriopocoris froggatti	Coreidae	Associate:Consumer:Herbivore	Eucalyptus stellulata	Myrtaceae	http://biodiversity.org.au/afd/taxa/62376dab-01a2-4308-9957-60a72d1032f7
Agriopocoris porcellus	Coreidae	Associate:Consumer:Herbivore	Acacia decurrens	Fabaceae	http://biodiversity.org.au/afd/taxa/7933fef5-d509-489b-97bd-f947ec9161ed
Agriopocoscelis elongatus	Coreidae	Associate:Consumer:Herbivore	Allocasuarina humilis	Casuarinaceae	http://biodiversity.org.au/afd/taxa/8b3a8918-ccbe-41d3-8269-a0fb698114b6
Agriopocoscelis elongatus	Coreidae	Associate:Consumer:Herbivore	Calothamnus sanguineus	Myrtaceae	http://biodiversity.org.au/afd/taxa/8b3a8918-ccbe-41d3-8269-a0fb698114b6
Aitkenia exocarpos	Miridae	Associate:Consumer:Herbivore	Acacia victoriae	Fabaceae	http://biodiversity.org.au/afd/taxa/74e97ae7-f940-4cca-b6f3-d6bf8e40130a
Aitkenia exocarpos	Miridae	Associate:Consumer:Herbivore	Exocarpos	Santalaceae	http://biodiversity.org.au/afd/taxa/74e97ae7-f940-4cca-b6f3-d6bf8e40130a
Aitkenia exocarpos	Miridae	Associate:Consumer:Herbivore	Exocarpos aphyllus	Santalaceae	http://biodiversity.org.au/afd/taxa/74e97ae7-f940-4cca-b6f3-d6bf8e40130a
Aitkenia exocarpos	Miridae	Associate:Consumer:Herbivore	Olearia	Asteraceae	http://biodiversity.org.au/afd/taxa/74e97ae7-f940-4cca-b6f3-d6bf8e40130a
Aitkenia latevagans	Miridae	Associate:Consumer:Herbivore	Casuarina cunninghamiana	Casuarinaceae	http://biodiversity.org.au/afd/taxa/f4591919-8cbf-472d-bf86-3cd5ef792593
Akkaia taiwana	Aphididae	Associate:Consumer:Herbivore:Sap feeder	Polygonum	Polygonaceae	http://biodiversity.org.au/afd/taxa/35348012-74fa-4394-abb8-99617d6870f4
Albastaspis nivea	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Leptospermum	Myrtaceae	http://biodiversity.org.au/afd/taxa/08dc1895-10aa-4485-bd81-d3f6a98d6f81
Albastaspis nivea	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Melaleuca	Myrtaceae	http://biodiversity.org.au/afd/taxa/08dc1895-10aa-4485-bd81-d3f6a98d6f81
Albastaspis nivea	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Melaleuca linariifolia	Myrtaceae	http://biodiversity.org.au/afd/taxa/08dc1895-10aa-4485-bd81-d3f6a98d6f81
Albastaspis nivea	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Melaleuca nodosa	Myrtaceae	http://biodiversity.org.au/afd/taxa/08dc1895-10aa-4485-bd81-d3f6a98d6f81
Alcaeus hermannsburgi	Pentatomidae	Associate:Consumer:Herbivore	Acacia	Fabaceae	http://biodiversity.org.au/afd/taxa/57da62a9-4f39-44dc-bde0-bfbeca4a0f6c
Alcaeus hermannsburgi	Pentatomidae	Associate:Consumer:Herbivore	Cassia	Fabaceae	http://biodiversity.org.au/afd/taxa/57da62a9-4f39-44dc-bde0-bfbeca4a0f6c
Alcaeus lignicolor	Pentatomidae	Associate:Consumer:Herbivore	Melaleuca	Myrtaceae	http://biodiversity.org.au/afd/taxa/4d674f9b-c68e-45a1-bdd8-1e7fa438c69a
